Date,Ticker,Speaker,Speaker_Type,Text,session,Content_Type,Description,Role,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2021-07-28,AAPL,Tim Cook,executive,"David, we had an incredible quarter for the emerging markets in Q3. We set June quarter records in Mexico, and Brazil, and Chile, in Turkey, and UAE, and Poland and Czech Republic, India. Obviously, in China, as I've talked about before, Thailand, Malaysia, Vietnam, Cambodia, Indonesia, I could go on in the name a few more, it's a very long list. And so those results are for the entire line of products that we have. And keep in mind, we still do have SE in the line, we launched it a year ago, but it's still in the line today. And it’s sort of our entry price point. And so, I'm pleased with how all of them are doing. And I think we need to sort of that range of price points to accommodate the types of people that we want to accommodate. So we've put something for the entry buyer who really wants to get into an iPhone, and then something for the pro buyer who wants the very best iPhone that they can buy. And I think that's true in the emerging markets as good as it's true in the United States or other developed markets.",question_answer,Unscripted,CEO,executive,198,62.04,79.06,18.66,72.99,12.63,57.07,16.16,8.08,2.53,4.55,0,0,1.01,8.08,8.08,16.16,8.59,5.05,11.11,0,13.64,5.05,3.03,1.52,1.01,2.02,2.53,2.53,0,0,0,0,8.08,0,0,0,0,12.12,1.01,2.02,2.53,2.53,2.53,2.02,0,0,0,0,0,0,0,0,0,6.06,4.55,0.51,0.51,1.52,0,2.02,11.62,1.52,12.63,1.52,7.07,4.04,2.53,0,0,4.04,0,0,0,0,0,0,0,0,19.7,5.05,10.61,0,0,0,0,0,0,4.04,0,0
2020-07-31,AAPL,Tim Cook,executive,"We saw changes in consumer spending as the shutdowns occurred and the store closures occurred, we could see that across the Card. It affected the categories that you would guess the most like travel and entertainment et cetera. But overall if you sort of pull the lens out on the Apple Card, we're very happy with the number of people that have Apple Card. We believe based on what we've heard that it's the fastest rollout in the history of credit cards and so we feel very good about that.",question_answer,Unscripted,Chief Executive Officer,executive,90,78.3,96.21,13.73,94.19,16.67,55.56,17.78,8.89,0,6.67,2.22,0,0,8.89,11.11,14.44,5.56,4.44,7.78,0,18.89,4.44,4.44,1.11,0,1.11,4.44,4.44,0,0,0,0,11.11,0,0,0,0,15.56,3.33,3.33,3.33,5.56,0,2.22,4.44,2.22,1.11,1.11,0,0,0,0,0,7.78,6.67,0,0,1.11,0,4.44,8.89,0,12.22,4.44,6.67,2.22,2.22,3.33,0,4.44,0,0,0,0,0,0,0,0,10,4.44,2.22,0,0,0,0,0,0,3.33,0,0
2011-10-19,AAPL,Tim Cook,executive,"It's a very good question. Our hearts go out to all the people in Thailand who have experienced these devastating losses of life and property as a result of the monsoons and the flooding. Like many others, we source many components from Thailand and have multiple factories that supply these components. There are several factories that are currently not operable, and the recovery timeline for these factories is not known at this point. As you can appreciate, the weather really hasn't allowed an ability to assess those. From the work that we have done, we would say that our primary exposure is on the Mac because as you point out, of the number of drives or drive components that are sourced in or -- Thailand is a significant portion of the total of worldwide supply of drives. And so I can't give you a precise accounting. It is something that I'm concerned about. We do expect -- I'm virtually certain there will be an overall industry shortage of disk drives as a result of the disaster. How it affects Apple? I'm not sure, but we placed our assessment to the degree that we can make one in the guidance that Peter has already given you in the $37 billion number.",question_answer,Unscripted,Chief Executive Officer and Director,executive,208,56.25,71.8,21.89,34.09,22.6,60.1,17.31,8.17,1.92,4.33,1.92,0,0,9.13,9.62,13.94,11.06,4.33,7.21,2.4,13.46,1.92,2.4,0.96,1.44,2.88,3.85,1.92,1.44,0,0,0.96,8.65,0,0,0,0,15.38,1.44,4.33,0.96,2.88,2.4,4.81,0.96,0,0.48,0,0.96,0.48,0.48,0,0,7.69,4.33,1.92,0.48,0.48,0.96,2.4,14.42,0.96,9.13,2.4,5.29,1.44,2.4,0,0,0.48,0,0,0,0,0,0,0,0,13.46,4.81,2.88,0,0,0.48,0,1.92,0,2.88,0,0.48
2013-07-23,AAPL,Tim Cook,executive,"I see it is very important. It is a part of the ecosystem, and so just like the app store is a key part of the ecosystem and iTunes and all other content are key and the services we provide from messaging to and (inaudible) support. Having something in the automobile is very, very important, it's something that people want and I think that Apple can do this in a unique way better than anyone else. So it's a key focus for us.",question_answer,Unscripted,Chief Executive Officer,executive,83,37.79,64.13,2.93,96.07,15.66,63.86,18.07,4.82,2.41,2.41,0,0,0,13.25,10.84,10.84,12.05,7.23,9.64,0,16.87,3.61,4.82,0,0,3.61,4.82,4.82,0,0,0,0,7.23,0,0,0,0,10.84,1.2,0,1.2,3.61,1.2,3.61,2.41,1.2,1.2,0,0,0,0,0,0,7.23,3.61,1.2,2.41,1.2,0,0,16.87,0,3.61,0,3.61,0,1.2,1.2,0,1.2,0,0,1.2,0,1.2,0,0,0,13.25,4.82,3.61,0,0,0,0,0,0,2.41,2.41,0
2012-01-25,AAPL,Tim Cook,executive,"Yes, we are today selling in Brazil through online store and reseller partners, including some very key carrier partners. We're selling in Russia through carrier partners and reseller partners. And we're selling in India through some carrier partners and reseller partners. And so we're in all of those countries today. But I've tried to be very clear in the past, and I'll do so again, that we have a ton more energy in the China market today. That doesn't mean that there is a lack of effort or focus on the others. It just means that it's less than what we're investing in China today. On the second country on the list of those 4, for us, would be Brazil. I think there's a huge opportunity for us there, and we've more than begun to go deeper into Brazil. But I don't want to signal that, that means that Apple Retail would be there, because I don't envision that occurring in the near term. In India where it is small, the revenue went up over 3x last quarter, but that's on a small base. And so we're beginning to see traction in most of these, but we recognize we have to focus to deeply understand the point that we can really get to a large revenue figure like Greater China currently is. In terms of more carriers, we have been adding carriers. I anticipate we'll continue to add carriers. We have nothing specific to announce today, but you can bet that we're looking at the same list that you are. In terms of major carriers there, the number is much smaller than the number you quoted, as you know, there is a lot of smaller carriers on there. And the same thing with countries, there's many smaller countries. But all of those are important, I'd like to get into all of them over time.",question_answer,Unscripted,Chief Executive Officer and Director,executive,314,62.32,79.61,85.65,49.48,16.56,58.6,16.24,9.24,2.23,5.41,1.27,0,0.32,7.01,5.73,17.83,10.51,5.41,6.69,1.27,17.52,7.01,5.73,0.64,0.96,5.1,1.27,1.27,0,0,0,0,8.92,0,1.91,0,0,11.46,2.55,0.32,1.27,1.91,1.91,3.82,0.96,0.96,0,0,0,0,0,0,0,13.69,7.32,0.96,3.5,1.91,0.32,1.59,16.56,0.96,20.06,3.18,12.42,4.46,1.27,0,0,3.18,0,0,0.32,0,0,0.32,0,0,17.52,5.73,6.05,0,0,0,0,0,0,5.73,0,0
2021-07-28,AAPL,Tim Cook,executive,"Katy, it's Tim. We're not predicting the next cycle. But I would point out a few things. One is we have a very large and growing installed base. As you know with the iPhones passed a billion active devices earlier this year. Two, we have loyal and satisfied customers. The customer set we're seeing on the new iPhones are just amazing. It's just jaw dropping. And the geographic response is pervasive across the world. In the U.S., we have the top three selling models. In the UK, we have four out of the top five. In Australia, we have the top two. In Japan, we have the top three. In urban China, we have the top two. And so the response from customers all around had been great. Obviously, the product itself is amazing. The 12 lineup was a huge leap that introduced 5G and have A14 Bionic and a number of other fantastic features that customers love. The next thing I think to consider is that we're in the very early innings of 5G. If you look at our 5G penetration around the world there's only a couple of countries that are in the double digits yet. And so that's an amazing thing, nine months or so into this. And the last thing is we're going to continue to deliver great products. We're going to continue to do what we do best is integrate hardware, software and services together into an amazing experience. And so those are the things that I would consider if I were coming up with forecast.",question_answer,Unscripted,CEO,executive,261,64.61,81.09,55.55,95.04,17.24,57.47,14.94,7.66,1.53,5.36,0.77,0,0,7.28,11.49,11.49,11.11,4.98,7.28,0.38,17.62,9.2,3.07,0.38,4.6,1.53,4.6,4.6,0,0,0,0,6.9,0,0,0,0,6.9,1.53,1.53,1.53,1.15,0.77,2.3,1.15,0.77,0,0,0.77,0.38,0,0,0,10.73,6.51,2.3,3.45,1.15,0,2.3,13.41,1.53,18.01,2.3,11.11,4.6,2.68,0,0,1.92,0,0,0,0,0,0,0,0,16.86,9.58,3.83,0,0,0,0,0,0,3.45,0,0
2012-10-26,AAPL,Tim Cook,executive,"So, no, but the way that we look at this is that we provide a fantastic iPad Touch, we provide an incredible fourth generation iPad and iPad Mini and then iPad 2. Customers will decide which one or two or three or all four that they would like and will buy those and so we’ve learned over the years not to worry about cannibalization of our own products, it’s much better for us to do that than somebody else to do it and the far, far bigger opportunity here are the 80 million to 90 million PCs that are being sold per quarter, there’s still over 300 million PCs being bought per year, and I think a great number of those people would be much better of buy an iPad or a Mac, and so that’s a much bigger opportunity for Apple, and so instead of being focused on cannibalizing ourselves, and I look at it in much more that it’s an enormous incremental opportunity for us and so that’s how I look at it.",question_answer,Unscripted,Chief Executive Officer,executive,175,25.23,65.56,29.19,91.14,13.71,58.29,17.14,6.86,1.71,4.57,0,0,0.57,10.29,6.29,11.43,10.86,6.29,12.57,1.14,16,6.29,3.43,1.14,7.43,3.43,5.14,4.57,0.57,0.57,0,0,7.43,0,0,0,0,10.29,1.71,1.14,1.14,2.86,0.57,5.14,2.29,1.71,0,0.57,0,0,0,0,0,10.86,4.57,2.86,2.86,3.43,0,2.29,10.86,1.71,10.29,0,7.43,2.86,2.86,0,0,2.86,0,0,0,0,0,0,0,0,10.29,1.14,5.71,0,0,0,0,0,0,3.43,0,0
2015-01-28,AAPL,Tim Cook,executive,"It’s a small fraction. It’s a number that's in the mid-teens or barely in the teens. And so when I look at that I say that there is an enormous amount left. And given there are fair amount of Android units out there, there is also an enormous amount of Android customers that could switch. And I’d also remind you that there is a lot of people that have not yet bought a smartphone. And I know it doesn’t feel like that when you’re sitting in the United States, but from a worldwide point of view there's still lots of them. And so I see all three of those groups there and I'm very excited about all of them, and serving all of them.",question_answer,Unscripted,CEO,executive,125,14.11,46.8,48.67,55.96,8.8,65.6,17.6,8.8,4.8,0,1.6,0,2.4,8.8,8,12.8,11.2,14.4,12,1.6,18.4,2.4,0.8,1.6,0.8,7.2,1.6,1.6,0,0,0,0,6.4,0,0,0,0,9.6,1.6,0,0.8,3.2,2.4,2.4,4,2.4,0.8,0.8,0,0,0,0,0,4,0.8,0,2.4,0.8,0,2.4,13.6,0,12.8,0,9.6,3.2,0.8,0,0,1.6,0,0,0,0,0,0,0,0,15.2,5.6,2.4,0,0,0,0,0.8,0,6.4,0,0
2015-01-28,AAPL,Tim Cook,executive,"From an iPhone point of view, as I think Luca covered, our channel inventory decreased from the beginning of the quarter by 200,000 units, and that left us outside of our target range on the low -- outside the low end of the range to be specific. Just recently we became in supply demand balance on the 6 and 6 Plus in January. We were not able to reach a balanced state during our fiscal Q1. On iPad, we increased channel inventory by 1.1 million units from beginning of the quarter to end of the quarter. That compares to the previous year where we're increased to 2.1 million. Obviously, that inventory was required because of all the new products that we announced on iPad with the iPad Air 2 and the iPad Mini 3 in the October timeframe during the quarter. At the end of the quarter, we were within the target range of channel inventory on iPad. In terms of growing channel inventory, in particular on iPhone where we’re outside of it, we wouldn’t expect to see a large step function increase. We would expect it to occur more gradually over time than sort of all at once type of thing. But we don’t guide to channel inventory specifically as you know.",question_answer,Unscripted,CEO,executive,213,99,86,66.01,13.14,22.54,52.11,10.8,7.51,0.47,6.57,0.47,0,0,3.29,9.39,23.94,3.29,1.88,3.76,1.41,7.04,4.69,3.29,0.94,7.51,1.41,0.94,0,0.94,0,0,0.94,7.04,0,0,0,0,8.45,1.41,0.94,1.88,0.47,2.35,1.41,0.94,0.94,0,0,0,0,0,0,0,9.86,6.57,0.47,2.35,0.47,0,2.82,3.29,0.94,22.07,2.35,12.21,7.51,3.76,2.35,0,0,0,0,0,0,0,0,0,0,11.74,4.69,4.23,0,0,0,0,0.94,0,1.88,0,0
2012-04-25,AAPL,Tim Cook,executive,"I've always hated litigation, and I continue to hate it. We just want people to invent their own stuff. And so if we could get to some kind of arrangement where we could be assured that's the case and a fair settlement on the stuff that's occurred, I would highly prefer to settle versus battle. But it -- the key thing is that it's very important that Apple not become the developer for the world. We need people to invent their own stuff.",question_answer,Unscripted,Chief Executive Officer and Director,executive,81,18.82,68.92,1.98,25.77,11.11,61.73,24.69,11.11,3.7,4.94,0,0,2.47,13.58,7.41,9.88,12.35,4.94,7.41,1.23,18.52,1.23,0,1.23,0,1.23,7.41,3.7,3.7,0,3.7,0,9.88,0,0,0,0,18.52,2.47,0,8.64,3.7,2.47,4.94,0,0,0,0,0,0,0,0,0,8.64,4.94,0,2.47,1.23,0,1.23,14.81,0,6.17,0,3.7,2.47,1.23,0,0,0,0,0,0,0,0,0,0,0,16.05,6.17,2.47,0,0,0,0,2.47,0,4.94,0,0
2011-10-19,AAPL,Tim Cook,executive,"Yes. Mark, I think we have an outstanding team in this area and a track record that's unparalleled in the industry. Although we keep trying to improve it all the time, we've also used our balance sheet in a favorable way here to do some strategic deals on different parts that we felt were very, very important to Apple across a series of products. As we get larger, there are some areas where we've elected to diversify some. However, our approach has been and I think will always be to do business with as few people as we can so we can be very deep with them and do great innovative stuff together, and you can't tend to do that when you go out to many, many different people. And I think they give us great quality and also reasonable prices, and so that winds up helping our margin.",question_answer,Unscripted,Chief Executive Officer and Director,executive,149,22.46,96.47,48.7,84.81,14.77,58.39,17.45,12.75,2.01,8.05,1.34,0,1.34,4.7,4.03,13.42,11.41,8.05,11.41,0.67,17.45,7.38,4.03,1.34,0,5.37,3.36,3.36,0,0,0,0,14.77,0,0,0,0,12.75,3.36,2.01,0.67,2.68,1.34,3.36,0.67,0,0,0.67,0,0,0,0,0,16.11,9.4,2.68,2.01,2.68,0,4.03,14.09,0.67,12.75,1.34,9.4,2.01,2.68,0.67,0,1.34,0,0,0.67,0,0,0.67,0,0,12.08,4.03,5.37,0,0,0,0,0,0,2.68,0,0
2014-10-21,AAPL,Tim Cook,executive,"Probably it says nothing about our expectation for the product. We didn't form those categories based on expectations. We looked at current revenue, today revenue, and decided that we would love everything that wasn’t a Mac, an iPad, or an iPhone or a service in one kind of category. In the future, we might decide something different, but for now, in Q1 we're not shipping any iPhone or excuse me, Apple Watches and so it seems appropriate to start it that way. And also to be also straight is I am not very anxious in reporting a lot of numbers on Apple Watch because of the -- and giving a lot of detail on it because our competitors are looking for it and so aggregating it is helpful from that point of view as well.",question_answer,Unscripted,CEO,executive,133,41.22,61.84,55.32,68.35,21.8,61.65,16.54,6.77,1.5,5.26,0,0,0,9.77,6.77,15.04,6.77,6.77,12.03,3.76,14.29,4.51,1.5,0,0.75,2.26,3.76,3.01,0.75,0.75,0,0,9.77,0,0,0,0,22.56,3.76,3.01,2.26,8.27,1.5,6.77,4.51,3.76,0.75,0,0.75,0,0,0,0,7.52,6.77,0.75,0.75,0,0,3.01,11.28,3.01,12.03,0,8.27,3.76,3.01,0,0,1.5,0,0,0.75,0,0,0,0.75,0,13.53,3.76,6.02,0,0,0,0,1.5,0,2.26,0,0
2015-10-28,AAPL,Tim Cook,executive,"Yes. Let me give you puts and takes for margins for the December quarter. On the positive side, of course as you mentioned that we would have positive leverage from the higher seasonal volumes. Also what we've seen over the last several quarters is a commodity environment that has been quite favorable and we expect it to remain favorable during the December quarter. On the other hand, of course we are launching a lot of new products. We’ve launched some during September. We are launching some now and everything we launch new products, we make them better. We had features and new technology and these products when we launch and tend to have higher cost structures than the products what they replaced. We have a very good track record overtime to reduce those cost structures, but every time we introduce a new product that is a headwind at the beginning of the cycle for gross margin. While it’s different from a year ago very significantly with the foreign exchange impact that we have mentioned before it remains a very significant headwind as I mentioned earlier to Tony I believe we are dealing with that to a combination of hedging, price realignments [ph] cost initiatives, but on a net basis foreign exchange we will clearly by a sequential headwind.",question_answer,Unscripted,Chief Executive Officer,executive,218,75.1,93.48,50.67,51.52,26.15,53.21,16.51,10.09,1.38,6.88,0.92,0,0.92,6.42,9.17,13.3,8.26,3.21,5.96,0,11.47,7.34,4.13,1.38,1.38,2.29,2.29,1.83,0.46,0,0,0,11.01,0,0,0,0,13.76,0.46,5.96,0.92,1.83,2.29,2.29,0.92,0.46,0,0.46,0.46,0.46,0,0,0,11.01,6.88,0.92,1.38,2.29,0,3.21,8.26,0.92,17.89,3.21,4.13,10.55,3.67,0,0,3.21,0,0,0.46,0,0,0.46,0,0,9.63,4.59,2.75,0,0,0,0,0,0,1.38,0,0.92
2019-07-31,AAPL,Tim Cook,executive,"We're seeing good interest across virtually everything that we announced at WWDC. I couldn't be happier with it. The developer tools around ARKit and AR in general that I went through earlier, lots of interest there, lots of interest from the Watch App Store, to the Catalyst that will be released with macOS Catalina, which allows developers quickly to port a iOS app to the Mac. We think this is huge and so great for the user experience. And so, you look at all of these and all the things that I talked about earlier and I couldn't be happier with the reception that we're getting and the work that is going on behind the scenes right now for the developers readying their apps for the fall.",question_answer,Unscripted,Chief Executive Officer,executive,127,77.8,70.94,15.7,98.19,19.69,59.06,17.32,7.87,3.15,3.15,0.79,0,0.79,9.45,9.45,17.32,6.3,5.51,6.3,1.57,13.39,4.72,3.15,0.79,0,3.15,5.51,5.51,0,0,0,0,6.3,0,0,0,0,7.87,0.79,0.79,1.57,2.36,2.36,0,3.15,2.36,0,0,0,0,0,0,0,7.87,3.15,0.79,1.57,2.36,0,3.15,9.45,1.57,12.6,3.15,7.09,3.15,3.15,0,0,0.79,0,0,2.36,0,2.36,0,0,0,11.02,3.94,3.94,0,0,0,0,0,0,3.15,0,0
2021-10-29,AAPL,Tim Cook,executive,"We look at a variety of things, including our costs, including competition, including local conditions and exchange rates and a number of different things. And so, there’s not a -- there’s no formula for determining it. It’s done by a level of judgment looking at a number of different points -- data points. And we do that region by region.",question_answer,Unscripted,CEO,executive,58,77.56,56.86,26.55,25.77,22.41,62.07,13.79,5.17,0,5.17,0,0,0,8.62,8.62,20.69,8.62,5.17,8.62,3.45,12.07,5.17,5.17,0,0,1.72,0,0,0,0,0,0,5.17,0,0,0,0,6.9,1.72,0,0,0,0,5.17,3.45,3.45,0,0,0,0,0,0,0,6.9,5.17,1.72,1.72,0,0,1.72,8.62,0,10.34,0,10.34,0,1.72,0,0,3.45,0,0,0,0,0,0,0,0,25.86,6.9,6.9,0,0,0,0,6.9,0,5.17,0,0
2020-05-01,AAPL,Tim Cook,executive,"Sure, Shannon. If you look at -- I’ll start with China. If you look at what happened in China, we were having a really good January. The lockdown started there toward the end of January, as you know. February, we saw a steep decline in demand. We closed our stores in February. As the lockdown completed in mid-February, toward the second half of February, we begin to open stores. We opened on a staggered basis that took about 30 days until mid-March. And from a demand point of view, we saw then an improvement in March over February. And if you look at, kind of where we are today, we’ve seen further improvement in April as compared to March. And so, that’s China. If you look at the rest of the world, we were doing great in January, the first five weeks of the quarter. And we do believe that we were headed toward the sort of the top end of our expectations that we had talked to you about on the last call. The next five weeks were spent sort of reacting and getting the supply chain back up in full force and working through the sharp decline in China that I already talked about. The real thing for the rest of the world happened in March when the shelter-in-place orders went in and the work-from-home began. For those two, three weeks period, at the end of the quarter, we saw a sharp decline in demand. If you now step out into April and look at that, early April started like the end of March, but in the second half of April, we’ve seen an uptick across really across the board. It’s not just related to a certain geo or a certain product. We think, by looking at it, a part of it is due to just our new products, a part of it is due to the stimulus programs taking effect in April, and then a part of it is probably the consumer behavior of knowing this is going to go on for a little while longer and getting some devices and so forth lined up to work at home more. In particular for as I think Luca shared, we believe that iPad and Mac are going to improve on a year-over-year basis during this quarter, and that’s customers that are either taking online education or working remotely. So, complex answer to your question, but that’s what we’re seeing.",question_answer,Unscripted,CEO,executive,417,92.81,85.98,96.81,66.61,14.15,55.4,12.47,7.43,0.72,4.8,1.92,0,0,5.04,9.59,20.14,5.28,4.08,8.15,0.24,15.35,4.08,2.88,0.96,3.12,1.44,2.16,2.16,0,0,0,0,8.15,0,0,0,0,9.83,2.64,1.92,1.44,3.12,0.96,3.12,3.84,3.12,0,0.48,0,0,0,0,0,11.27,5.04,2.16,2.64,1.68,0,6,7.43,1.44,27.1,1.68,13.43,11.03,2.4,0,0.48,1.2,0,0,0,0,0,0,0,0,15.59,5.04,6.24,0,0,0,0,2.4,0,1.92,0,0
2014-01-28,AAPL,Tim Cook,executive,"Let me sort of avoid the last part of your question, but in general, we’re seeing that people love being able to buy content, whether it’s music or movies or books, from their iPhone, using Touch ID. It’s incredibly simple and easy and elegant, and it’s clear that there’s a lot of opportunity there. The mobile payments area in general is one that we’ve been intrigued with, and that was one of the thoughts behind Touch ID. But we’re not limiting ourselves just to that. So I don’t have anything specific to announce today, but you can tell by looking at the demographics of our customers and the amount of commerce that goes through iOS devices versus the competition that it’s a big opportunity on the platform.",question_answer,Unscripted,CEO,executive,127,42.43,65.32,41.34,82.25,19.69,59.84,18.9,9.45,3.15,3.94,1.57,0,0.79,9.45,7.09,14.96,12.6,3.15,9.45,1.57,17.32,5.51,0,0.79,1.57,2.36,4.72,3.94,0.79,0.79,0,0,9.45,0,0,0,0,12.6,1.57,0.79,0,4.72,1.57,6.3,4.72,2.36,0.79,1.57,0.79,0,0,0,0,10.24,4.72,3.94,1.57,1.57,0.79,2.36,11.02,0,8.66,0.79,6.3,1.57,3.94,2.36,0,2.36,0,0,0,0,0,0,0,0,17.32,3.94,6.3,0,0,0,0,0,0,7.09,0,0
2021-10-29,AAPL,Tim Cook,executive,"Jim, I’m going to take the second question that you asked, and Luca could take the first one on services, just in the reverse of the way you coined it. On the supply constraints, what we’re saying is that the amount of -- the nominal amount of supply constraints for Q1, we estimate to be larger than $6 billion. And so, it’s important to know that we’re getting a lot more supply in Q1 than we had in Q4, obviously, because our sequential growth is significant. And we have very solid growth year-over-year. And so, the amount of supply is growing dramatically. It’s just that the demand is so robust that we envision having supply constraints for the quarter.",question_answer,Unscripted,CEO,executive,120,68.59,93.3,23.51,40.79,15.83,55.83,15.83,8.33,0.83,5.83,1.67,0,0,7.5,9.17,14.17,10,5,6.67,0,18.33,3.33,3.33,0.83,5,4.17,0.83,0.83,0,0,0,0,10,0,0,0,0,6.67,1.67,0.83,0.83,1.67,0.83,1.67,0.83,0,0.83,0,0,0,0,0,0,12.5,5.83,0.83,3.33,2.5,0,1.67,11.67,0.83,13.33,3.33,6.67,3.33,0.83,0.83,0,0,0,0,0,0,0,0,0,0,20.83,5,7.5,0,0,0,0,3.33,0,4.17,0,0.83
2019-10-31,AAPL,Tim Cook,executive,"We’re not releasing the precise numbers of our Wearables, but it is a really nice try and get me to say that. The -- what we're seeing in terms of new adds on the Watch, I think Luca may have mentioned this in his comments is about three-quarters of the Apple Watch buyers are new to Apple Watch. And so we are still insignificantly in the build mode there, and so don't think of the penetration as anywhere near sort of a mature penetration. We got lot left there, and the AirPods just keep hitting new highs. And I anticipate that will carry over to this quarter too and we are really proud to add another product out there for people wanting noise-cancelling with the AirPod Pro beginning to sell today.",question_answer,Unscripted,Chief Executive Officer,executive,132,68.01,72.77,27.57,54.29,15.15,57.58,12.88,7.58,2.27,4.55,0,0.76,0,5.3,7.58,15.91,6.82,9.09,7.58,1.52,17.42,4.55,0.76,0.76,2.27,3.03,1.52,1.52,0,0,0,0,8.33,0,0,0,0.76,10.61,1.52,0.76,0.76,3.79,0.76,3.03,4.55,3.03,1.52,0,0.76,0,0,0,0,9.85,4.55,1.52,0.76,3.03,0,1.52,17.42,2.27,12.12,0.76,6.82,4.55,0.76,0,0,1.52,0,0,0,0,0,0,0,0,12.12,3.79,3.03,0,0,0,0,3.03,0,2.27,0,0
2019-04-30,AAPL,Tim Cook,executive,"Yeah. Jim, in the opening remarks I was really talking about China specifically. And I mentioned four things that I believe are responsible for the better year-over-year performance in the Q2 relative to Q1 and also the final weeks of March being better than the Q2 average. And those four are the price reductions, but that's one of them. But there are three others and one of the others is the trade-in and financing programs that we instituted in our retail stores. Clearly, what we've learned here and it's not a surprise really is that the -- many, many people do want to trade-in their current phone. It does -- from a customer user point of view the trade-in looks like a subsidy, and so it is a way to offset the device cost itself. And many people in literally every market that we've tried this in, there is a reasonable number of people that want to take and pay for something on installments instead of all at once. And so, it's a little different in each market in terms of what the elasticity is, but you can bet that we're learning quickly on all of those. The other two items that are not insignificant in China that I don't want to lose here is that the stimulus programs, I believe, are having an effect on the consumer. And the one that I got much visibility in -- that happened in early April was the VAT reduction from 16% to 13%, so it's a very aggressive move. But there are other stimulus programs as well that likely have an effect to the consumer level. And then finally -- and this is not to be under weighted either -- I think the improved trade dialogue between the countries affects consumer confidence in a positive way. And so, I think it's sort of the sum of all of those things.",question_answer,Unscripted,Chief Executive Officer,executive,318,65.4,38.85,60.79,55.41,16.04,60.38,15.72,5.03,2.52,1.57,0.31,0,0.63,10.69,9.75,15.09,9.43,5.97,7.86,1.26,15.09,3.77,2.2,0.63,3.14,3.46,2.83,2.2,0.63,0,0.31,0.31,4.4,0,0,0,0,13.84,2.83,1.89,0.94,1.26,2.52,5.35,2.2,0.63,0.63,0.31,0,0,0,0,0,5.66,1.57,1.89,1.26,2.2,0.31,2.52,11.64,0.31,12.89,0.63,8.49,3.46,6.6,0,0,5.35,0,0,0.63,0,0,0.31,0.31,0,16.35,4.4,3.77,0,0,0,0,4.72,0,2.83,0,0.63
2012-01-25,AAPL,Tim Cook,executive,"We're really happy with the 15.4 million iPads that we were able to sell. And as Peter said, we did take down the channel inventory slightly. There's the -- underlying sell through was slightly higher than that. This is consistent with our long-term beliefs that we've had since -- before we introduced the product, that this is a huge opportunity for Apple over time. And as I've said before, I truly believe, and many others in the company believe, that there will come a day that the tablet market and units is larger than the PC market. In fact, it's interesting to note that in the U.S., it's clear from the IDC's recent data on desktop PCs in the U.S., that tablets exceeded desktop PC sales last quarter in the U.S. And so I think you can already see different indicators that there is significant momentum in this space. In terms of our competitiveness, the ecosystem for iPad is in a class by itself. We strongly believed in optimizing applications from day one to take advantage of the larger canvas, and we now have apps totaling over 170,000 available for customers. And that compares to what appears to us to be only a few hundred for the competition. And so I think people really want to do multiple things with their tablets. And therefore, we don't really see these limited function tablets and e-readers being in the same category. There is clearly customers that will buy those. I think they'll sell a fair number of units. But I don't think that people that want an iPad will settle for a limited function. And in terms of other tablets, last year was supposed to be the year of the tablet. I think most people would agree, it was the year of the iPad for the second year in a row. And so we're just going to continue to innovate like crazy in this area. And we think we can continue to compete with anyone that is currently shipping tablets or that might enter in the future.",question_answer,Unscripted,Chief Executive Officer and Director,executive,346,74.89,71.83,52.58,64.13,17.63,57.51,15.61,6.94,2.02,4.05,0.29,0,0.58,8.67,8.38,16.47,9.54,4.91,5.78,0.58,16.76,5.49,4.34,0.29,2.31,1.16,2.6,2.31,0.29,0,0,0,6.94,0,0,0,0,10.4,3.18,0.87,0.87,1.73,1.16,2.89,1.73,1.16,0.58,0,0,0,0,0,0,9.25,4.05,2.31,3.18,1.16,0,3.47,13.01,2.02,14.16,0.87,7.23,6.07,4.91,0.29,0,2.6,0.29,0,0.58,0,0.29,0.29,0,0,15.9,6.94,4.05,0,0,0,0,1.73,0,3.18,0,0
